Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"Samhain : que faire la nuit du 31 octobre ? Rituels, sorts et histoire","https://grimoire.endam-digital.com/assets/pins/sabbat-samhain.jpg","Samhain et Halloween","","31 octobre – 1ᵉʳ novembre. Samhain (on prononce « sa-ouine ») marque la fin des récoltes et l’entrée dans la moitié sombre de l’année. Pour les Celtes d’Irlande, c’était le début de l’année : le moment où le voile entre le monde des vivants et celui des morts devenait le plus fin. Rituel, recette et correspondances sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sabbats/samhain/","2026-10-01T10:00:00","sabbat, roue de l’année, samhain, wicca, paganisme"
"Toussaint et jour des morts : origines, traditions françaises et lien avec Samhain","https://grimoire.endam-digital.com/assets/pins/dossier-toussaint.jpg","Samhain et Halloween","","Chrysanthèmes, veillées bretonnes, betteraves sculptées et crêpes laissées aux âmes : les vraies traditions françaises de la nuit des morts, bien avant Halloween. En France, la nuit des morts ne s’appelle ni Samhain ni Halloween : c’est la Toussaint. Pendant des siècles, les deux premiers jours de novembre ont été consacrés aux défunts, avec leurs cloches, leurs veillées et leurs offrandes. Bien avant l’arrivée des citrouilles américaines, les campagnes françaises…","https://grimoire.endam-digital.com/dossiers/toussaint/","2026-10-01T17:00:00","histoire de la sorcellerie, sorcières, toussaint et jour des morts, procès en sorcellerie"
"Les sorcières de Salem (1692) : histoire, victimes et procès","https://grimoire.endam-digital.com/assets/pins/dossier-salem.jpg","Histoire de la sorcellerie","","Comment un village puritain de Nouvelle-Angleterre a pendu dix-neuf innocents en quelques mois, et pourquoi on en parle encore. En 1692, dans la colonie anglaise du Massachusetts, deux fillettes sont prises de convulsions. Quinze mois plus tard, plus de deux cents personnes ont été accusées de sorcellerie, dix-neuf ont été pendues sur une colline et un vieil homme a été écrasé sous des pierres. L’affaire de Salem est devenue le symbole mondial de la chasse aux sorcières, au…","https://grimoire.endam-digital.com/dossiers/salem/","2026-10-02T05:00:00","histoire de la sorcellerie, sorcières, les sorcières de salem, procès en sorcellerie"
"Yule : histoire, rituels et correspondances du sabbat","https://grimoire.endam-digital.com/assets/pins/sabbat-yule.jpg","La roue de l'année","","Solstice d’hiver · 20–23 décembre. La nuit la plus longue de l’année. À partir de là, le soleil « renaît » et les jours rallongent. Les Romains fêtaient le « Sol Invictus », le soleil invaincu, et les Scandinaves le « Jul ». Rituel, recette et correspondances sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sabbats/yule/","2026-10-02T10:00:00","sabbat, roue de l’année, yule, wicca, paganisme"
"La sorcellerie en France : procès, grimoires, Berry, Bretagne et leveurs de sorts","https://grimoire.endam-digital.com/assets/pins/dossier-france.jpg","Histoire de la sorcellerie","","Bûchers de Lorraine, grimoires de colportage, sorciers du Berry, lavandières de Bretagne et leveurs de sorts : l’histoire française de la sorcellerie, qui ne s’est jamais tout à fait arrêtée. On associe souvent la chasse aux sorcières à l’Allemagne, à l’Écosse ou à Salem. La France a pourtant connu ses bûchers, ses grands juges démonologues et ses procès retentissants. Surtout, elle a gardé jusqu’à aujourd’hui une sorcellerie populaire bien vivante : des grimoires vendus par…","https://grimoire.endam-digital.com/dossiers/france/","2026-10-02T17:00:00","histoire de la sorcellerie, sorcières, la sorcellerie en france, procès en sorcellerie"
"Le vaudou : histoire, lwa, Haïti, Bénin et idées reçues","https://grimoire.endam-digital.com/assets/pins/dossier-vaudou.jpg","Histoire de la sorcellerie","","Une religion vivante, née dans l’ancien royaume du Dahomey, transportée par la traite et réinventée en Haïti. Loin des poupées à épingles. Le vaudou n’est pas de la sorcellerie. C’est une religion, avec son dieu suprême, ses esprits, ses prêtres, ses temples et ses fidèles, qui se comptent en millions entre le golfe du Bénin, Haïti et la Louisiane. Si ce grimoire lui consacre un dossier, c’est parce qu’aucune tradition n’a été autant confondue avec la « magie noire », et…","https://grimoire.endam-digital.com/dossiers/vaudou/","2026-10-03T05:00:00","histoire de la sorcellerie, sorcières, le vaudou, procès en sorcellerie"
"La bouteille de sorcière : sort de protection pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-bouteille-de-sorciere.jpg","Sorts et sortilèges","","Piège à mauvais sorts, enterré sous le seuil. Les archéologues ont retrouvé plus de deux cents bouteilles de sorcière en Angleterre, surtout en East Anglia. La plus ancienne mention écrite date de 1681. Au XVIIᵉ siècle, on utilisait des cruches en grès ornées d’un visage… Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/bouteille-de-sorciere/","2026-10-03T10:00:00","sorcellerie, sort de protection, sort, livre des ombres, witchcraft, wicca"
"Le cercle de sel noir : sort de protection pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-cercle-de-sel-noir.jpg","Sorts et sortilèges","","Une frontière que rien ne franchit. Le sel noir vient du hoodoo, la magie populaire afro-américaine du Sud des États-Unis. On y noircissait le sel avec de la limaille de fer. Il est passé ensuite dans la sorcellerie moderne. Attention, il ne se mange pas : ce n’est… Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/cercle-de-sel-noir/","2026-10-03T17:00:00","sorcellerie, sort de protection, sort, livre des ombres, witchcraft, wicca"
"Le miroir renvoyeur : sort de protection pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-miroir-renvoyeur.jpg","Sorts et sortilèges","","Rendre à l’expéditeur ce qui vous a été envoyé. Le miroir qui renvoie le mauvais œil existe dans presque toutes les cultures, du bagua chinois aux petits miroirs cousus sur les vêtements en Inde et en Asie centrale. Le principe est éthique : on ne crée rien de mauvais, on… Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/miroir-renvoyeur/","2026-10-04T05:00:00","sorcellerie, sort de protection, sort, livre des ombres, witchcraft, wicca"
"La garde du seuil : sort de protection pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-garde-du-seuil.jpg","Sorts et sortilèges","","Fer, sel et romarin sur la porte. Le fer est redouté des fées et des esprits dans le folklore européen, d’où le fer à cheval porte-bonheur. Le sort mêle trois protections très anciennes : le fer, le sel et une plante aromatique. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/garde-du-seuil/","2026-10-04T10:00:00","sorcellerie, sort de protection, sort, livre des ombres, witchcraft, wicca"
"Le sachet du voyageur : sort de protection pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-sachet-du-voyageur.jpg","Sorts et sortilèges","","À porter sur soi sur la route. L’armoise, Artemisia vulgaris, porte le nom d’Artémis. Pline l’Ancien rapporte déjà qu’un voyageur qui la porte ne sent pas la fatigue. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/sachet-du-voyageur/","2026-10-04T17:00:00","sorcellerie, sort de protection, sort, livre des ombres, witchcraft, wicca"
"La fumigation des quatre coins : sort de purification pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-fumigation-des-quatre-coins.jpg","Sorts et sortilèges","","Nettoyer une maison par la fumée. La fumigation est présente partout, de l’encens des temples antiques au genévrier que les Écossais faisaient brûler au Nouvel An (le « saining »). La sauge blanche, souvent vendue pour cela, est une plante sacrée de peuples… Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/fumigation-des-quatre-coins/","2026-10-05T05:00:00","sorcellerie, sort de purification, sort, livre des ombres, witchcraft, wicca"
"Le bain de sel et d’hysope : sort de purification pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-bain-de-sel-et-d-hysope.jpg","Sorts et sortilèges","","Se laver d’une journée ou d’une rencontre. Le bain rituel se retrouve dans toutes les traditions, du mikvé juif aux « bains de démarrage » des traditions afro-caribéennes. La consigne de se laver du haut vers le bas pour éloigner, et du bas vers le haut pour attirer,… Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/bain-de-sel-et-d-hysope/","2026-10-05T10:00:00","sorcellerie, sort de purification, sort, livre des ombres, witchcraft, wicca"
"Le citron absorbant : sort de purification pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-citron-absorbant.jpg","Sorts et sortilèges","","Éponger les tensions d’une pièce. Le citron est un grand purificateur des magies méditerranéenne et latino-américaine (la « limpia »). Son acidité, réelle, en fait aussi un désodorisant. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/citron-absorbant/","2026-10-05T17:00:00","sorcellerie, sort de purification, sort, livre des ombres, witchcraft, wicca"
"La bougie noire du bannissement : sort de purification pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-bougie-noire-du-bannissement.jpg","Sorts et sortilèges","","Couper une habitude, une influence, une peur. Le noir n’est pas la couleur du mal en sorcellerie moderne. C’est la couleur qui absorbe, celle de Saturne et des limites. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/bougie-noire-du-bannissement/","2026-10-06T05:00:00","sorcellerie, sort de purification, sort, livre des ombres, witchcraft, wicca"
"La lettre à la rivière : sort de purification pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-lettre-a-la-riviere.jpg","Sorts et sortilèges","","Laisser partir une peine. Confier ses maux à l’eau courante est un geste très ancien. Au Japon, lors du Nagashi-bina, on met à l’eau des poupées de papier qui emportent les malheurs. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/lettre-a-la-riviere/","2026-10-06T10:00:00","sorcellerie, sort de purification, sort, livre des ombres, witchcraft, wicca"
"Le cordon qui lie : sort de liaison pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-cordon-qui-lie.jpg","Sorts et sortilèges","","Empêcher quelqu’un de nuire. Les Grecs gravaient des « katadesmoi », des tablettes de liaison en plomb qu’ils perçaient d’un clou et jetaient dans les puits. Selon Gerald Gardner, des sorcières de la New Forest auraient tenu en 1940 une grande cérémonie, le… Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/cordon-qui-lie/","2026-10-06T17:00:00","sorcellerie, sort de liaison, sort, livre des ombres, witchcraft, wicca"
"Le sort du congélateur : sort de liaison pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-sort-du-congelateur.jpg","Sorts et sortilèges","","Geler une rumeur ou une situation qui s’emballe. C’est l’un des sorts les plus populaires de la sorcellerie contemporaine américaine, justement parce qu’il est simple et qu’il n’abîme personne. Il suspend une situation sans rien détruire. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/sort-du-congelateur/","2026-10-07T05:00:00","sorcellerie, sort de liaison, sort, livre des ombres, witchcraft, wicca"
"Le pot de miel adoucissant : sort de liaison pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-pot-de-miel-adoucissant.jpg","Sorts et sortilèges","","Rendre une relation plus douce. Le « honey jar » vient du hoodoo afro-américain. On y « sucre » quelqu’un, on ne le force pas : le but est d’apaiser, pas de soumettre. On le pratique avec respect pour cette tradition. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/pot-de-miel-adoucissant/","2026-10-07T10:00:00","sorcellerie, sort de liaison, sort, livre des ombres, witchcraft, wicca"
"La coupure du cordon : sort de liaison pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-coupure-du-cordon.jpg","Sorts et sortilèges","","Se détacher d’un lien qui fait mal. Le « cord-cutting » est l’un des rituels les plus pratiqués par les sorcières modernes, souvent en complément d’un travail en thérapie. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/coupure-du-cordon/","2026-10-07T17:00:00","sorcellerie, sort de liaison, sort, livre des ombres, witchcraft, wicca"
"Le miroir d’amour de soi : sort d’amour pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-miroir-d-amour-de-soi.jpg","Sorts et sortilèges","","Le premier des sorts d’amour. Presque tous les grimoires modernes placent l’amour de soi en tête du chapitre amoureux. Sans lui, disent-ils, les autres sorts d’amour attirent ce qui nous ressemble dans nos blessures. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/miroir-d-amour-de-soi/","2026-10-08T05:00:00","sorcellerie, sort d’amour, sort, livre des ombres, witchcraft, wicca"
"Le sachet d’attraction : sort d’amour pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-sachet-d-attraction.jpg","Sorts et sortilèges","","Attirer un amour qui nous correspond, sans viser personne. La règle d’éthique de la Wicca est stricte : ne pas plier la volonté d’autrui. On définit donc la relation, pas la personne. C’est aussi ce qui, d’après les pratiquantes, rend le sort efficace. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/sachet-d-attraction/","2026-10-08T10:00:00","sorcellerie, sort d’amour, sort, livre des ombres, witchcraft, wicca"
"La pomme partagée : sort d’amour pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-pomme-partagee.jpg","Sorts et sortilèges","","Raviver un couple. La pomme est le fruit de l’amour et de l’immortalité dans les mythes celtes et grecs : l’île d’Avalon est « l’île des pommes », et la pomme d’or de la discorde déclenche la guerre de Troie. L’étoile de pépins en fait un pentacle… Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/pomme-partagee/","2026-10-08T17:00:00","sorcellerie, sort d’amour, sort, livre des ombres, witchcraft, wicca"
"La réconciliation : sort d’amour pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-reconciliation.jpg","Sorts et sortilèges","","Réparer une amitié ou un lien abîmé. Rapprocher des bougies jour après jour est une technique classique de la magie des bougies. Elle rend visible, dans le monde physique, le mouvement qu’on souhaite. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/reconciliation/","2026-10-09T05:00:00","sorcellerie, sort d’amour, sort, livre des ombres, witchcraft, wicca"
"Le souffle de cannelle : sort de prospérité pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-souffle-de-cannelle.jpg","Sorts et sortilèges","","Le premier jour du mois. Ce petit rituel est devenu viral sur les réseaux sociaux américains dans les années 2020. La cannelle est l’épice de la chaleur et du succès dans les correspondances traditionnelles, liée au Soleil. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/souffle-de-cannelle/","2026-10-09T10:00:00","sorcellerie, sort de prospérité, sort, livre des ombres, witchcraft, wicca"
"Le bocal d’abondance : sort de prospérité pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-bocal-d-abondance.jpg","Sorts et sortilèges","","Une réserve de chance qui se remplit. Les « money jars » sont un classique de la sorcellerie populaire américaine. Le riz symbolise la multiplication dans de nombreuses cultures, d’où la coutume d’en lancer sur les jeunes mariés. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/bocal-d-abondance/","2026-10-09T17:00:00","sorcellerie, sort de prospérité, sort, livre des ombres, witchcraft, wicca"
"Le sort de l’entretien : sort de prospérité pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-sort-de-l-entretien.jpg","Sorts et sortilèges","","Pour obtenir un poste. Le laurier couronnait les vainqueurs des jeux pythiques en l’honneur d’Apollon. Le romarin était l’herbe du souvenir : les étudiants grecs en portaient des couronnes pendant les examens. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/sort-de-l-entretien/","2026-10-10T05:00:00","sorcellerie, sort de prospérité, sort, livre des ombres, witchcraft, wicca"
"Les pièces de pleine lune : sort de prospérité pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-pieces-de-pleine-lune.jpg","Sorts et sortilèges","","Montrer son argent à la lune. En Angleterre et en France, la coutume de retourner l’argent de sa poche en voyant la première lune du mois est attestée depuis des siècles dans le folklore. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/pieces-de-pleine-lune/","2026-10-10T10:00:00","sorcellerie, sort de prospérité, sort, livre des ombres, witchcraft, wicca"
"Le charme du trèfle : sort de prospérité pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-charme-du-trefle.jpg","Sorts et sortilèges","","Un porte-bonheur fait maison. Le trèfle à quatre feuilles est l’un des porte-bonheur les plus connus d’Europe. En Irlande, on dit que ses quatre feuilles sont la foi, l’espoir, l’amour et la chance. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/charme-du-trefle/","2026-10-10T17:00:00","sorcellerie, sort de prospérité, sort, livre des ombres, witchcraft, wicca"
"La poupée de soin : sort de bien-être pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-poupee-de-soin.jpg","Sorts et sortilèges","","Accompagner la convalescence d’un proche. On croit souvent que les poupées magiques servent à nuire, mais elles ont aussi été utilisées pour guérir, dans les mondes grec, égyptien et européen. On les appelle « poppets » en anglais. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/poupee-de-soin/","2026-10-11T05:00:00","sorcellerie, sort de bien-être, sort, livre des ombres, witchcraft, wicca"
"L’eau d’apaisement : sort de bien-être pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-eau-d-apaisement.jpg","Sorts et sortilèges","","Contre l’angoisse du quotidien. L’améthyste doit son nom au grec « amethystos », « qui n’est pas ivre ». Les Grecs pensaient qu’elle protégeait de l’ivresse et des excès. Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/eau-d-apaisement/","2026-10-11T10:00:00","sorcellerie, sort de bien-être, sort, livre des ombres, witchcraft, wicca"
"L’arbre intérieur : sort de bien-être pas à pas","https://grimoire.endam-digital.com/assets/pins/sort-arbre-interieur.jpg","Sorts et sortilèges","","Un exercice d’ancrage en cinq minutes. L’ancrage et le centrage, « grounding and centering », sont enseignés dès le premier jour dans la sorcellerie moderne. L’exercice de l’arbre a été popularisé par la sorcière américaine Starhawk dans « The Spiral Dance » (1979). Ingrédients, rituel, incantation et variantes sur Le Grimoire de Minuit.","https://grimoire.endam-digital.com/sorts/arbre-interieur/","2026-10-11T17:00:00","sorcellerie, sort de bien-être, sort, livre des ombres, witchcraft, wicca"
